season,daynum,hometeam,awayteam,home_open,home_close1,away_close1,home_close2,away_close2,home_close3,away_close3,home_close4,away_close4,home_close5,away_close5,home_close6,away_close6,home_close7,away_close7,home_close8,away_close8,home_close9,away_close9,home_close10,away_close10
2010,129,1313,1214,-2.5,-6,6,-6,6,-6,6,-6,6,-6,6,-6.5,6.5,-6,6,,,,,,
2010,129,1321,1231,8,8.5,-8.5,9,-9,8.5,-8.5,8.5,-8.5,8.5,-8.5,9,-9,8.5,-8.5,,,,,,
2010,129,1341,1411,-2,-2,2,-2,2,-2,2,-3,3,-2,2,-2,2,-2,2,,,,,,
2010,129,1358,1368,6.5,6,-6,6,-6,6,-6,6,-6,6,-6,6,-6,6.5,-6.5,,,,,,
2010,129,1361,1161,1,10,-10,10,-10,10,-10,10,-10,10.5,-10.5,10,-10,10,-10,,,,,,
2010,129,1372,1394,2,2,-2,2,-2,1.5,-1.5,2,-2,2,-2,2,-2,,,,,,,,
2010,129,1393,1207,5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,6,-6,5,-5,5.5,-5.5,5.5,-5.5,,,,,,
2010,129,1397,1261,11.5,12,-12,11.5,-11.5,12,-12,12,-12,11.5,-11.5,12,-12,11.5,-11.5,,,,,,
2010,129,1401,1304,7.5,8,-8,8,-8,8,-8,8,-8,8,-8,8,-8,7.5,-7.5,,,,,,
2010,129,1412,1379,5.5,6,-6,5.5,-5.5,6,-6,6,-6,6,-6,6,-6,4.5,-4.5,,,,,,
2010,129,1413,1168,-3,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-3,3,,,,,,
2010,129,1424,1428,12.5,12.5,-12.5,12.5,-12.5,12.5,-12.5,12,-12,12.5,-12.5,12.5,-12.5,12,-12,,,,,,
2010,129,1429,1129,11.5,11,-11,11,-11,11,-11,11,-11,11,-11,11.5,-11.5,11.5,-11.5,,,,,,
2010,129,1431,1416,10,10,-10,10,-10,10,-10,10,-10,10,-10,10,-10,10,-10,,,,,,
2010,129,1437,1266,4.5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,,,,,,
2010,129,1448,1274,4,3.5,-3.5,3.5,-3.5,3,-3,4,-4,4,-4,3.5,-3.5,4,-4,,,,,,
2010,129,1449,1333,9,9,-9,9,-9,9,-9,9,-9,9,-9,9,-9,8.5,-8.5,,,,,,
2010,129,1452,1153,9,8.5,-8.5,8.5,-8.5,9,-9,8.5,-8.5,9,-9,8.5,-8.5,8.5,-8.5,,,,,,
2010,130,1103,1444,4,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,4,-4,3.5,-3.5,3.5,-3.5,,,,,,
2010,130,1115,1106,4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4,-4,5.5,-5.5,,,,,,
2010,130,1143,1417,8.5,8,-8,7.5,-7.5,8,-8,7.5,-7.5,8,-8,7.5,-7.5,8,-8,,,,,,
2010,130,1181,1438,16.5,16.5,-16.5,17,-17,17,-17,17.5,-17.5,16.5,-16.5,16.5,-16.5,17,-17,,,,,,
2010,130,1199,1301,5.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,,,,,,
2010,130,1242,1401,9.5,9,-9,9,-9,9,-9,8.5,-8.5,9,-9,9,-9,9.5,-9.5,,,,,,
2010,130,1243,1124,1.5,2,-2,2,-2,2,-2,2,-2,2,-2,2,-2,2,-2,,,,,,
2010,130,1246,1104,9.5,9.5,-9.5,9.5,-9.5,10,-10,10,-10,9.5,-9.5,10,-10,9.5,-9.5,,,,,,
2010,130,1250,1248,7.5,7,-7,7,-7,7,-7,7,-7,6.5,-6.5,7,-7,7.5,-7.5,,,,,,
2010,130,1266,1207,-3,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,,,,,,
2010,130,1268,1210,4,4,-4,4,-4,4,-4,4.5,-4.5,4,-4,4,-4,4,-4,,,,,,
2010,130,1277,1278,3,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,4,-4,,,,,,
2010,130,1279,1397,-12,-2.5,2.5,-2.5,2.5,-2.5,2.5,-3,3,-2.5,2.5,-2.5,2.5,-2.5,2.5,,,,,,
2010,130,1280,1196,1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,,,,,,
2010,130,1288,1214,7,5.5,-5.5,5.5,-5.5,5.5,-5.5,6,-6,5.5,-5.5,6,-6,6.5,-6.5,,,,,,
2010,130,1305,1308,7,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,6,-6,,,,,,
2010,130,1307,1361,2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2,-2,2.5,-2.5,2.5,-2.5,,,,,,
2010,130,1326,1276,8.5,9,-9,9,-9,9,-9,9.5,-9.5,9,-9,9,-9,8.5,-8.5,,,,,,
2010,130,1334,1253,3,4,-4,4,-4,4,-4,4.5,-4.5,4,-4,4,-4,3.5,-3.5,,,,,,
2010,130,1345,1321,8,8,-8,8,-8,8,-8,8,-8,8,-8,8,-8,8,-8,,,,,,
2010,130,1350,1269,10,10,-10,9.5,-9.5,10,-10,10,-10,10,-10,10,-10,10,-10,,,,,,
2010,130,1364,1413,4.5,5.5,-5.5,5,-5,5,-5,5,-5,5,-5,5,-5,4.5,-4.5,,,,,,
2010,130,1379,1222,-3,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-2,2,-1.5,1.5,-2,2,,,,,,
2010,130,1387,1348,-3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-2.5,2.5,-3.5,3.5,-4,4,-3.5,3.5,,,,,,
2010,130,1396,1382,9.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,11,-11,10,-10,10.5,-10.5,10.5,-10.5,,,,,,
2010,130,1411,1212,11,12,-12,12,-12,12,-12,12,-12,12,-12,12,-12,12,-12,,,,,,
2010,130,1429,1256,8,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,,,,,,
2010,130,1431,1409,3.5,3,-3,3,-3,3,-3,3,-3,3,-3,3,-3,3.5,-3.5,,,,,,
2010,130,1435,1208,7.5,8,-8,8,-8,8,-8,8,-8,8.5,-8.5,8,-8,8,-8,,,,,,
2010,130,1439,1274,4,3.5,-3.5,3.5,-3.5,3.5,-3.5,4,-4,4,-4,3.5,-3.5,3.5,-3.5,,,,,,
2010,130,1449,1390,8,8.5,-8.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,9,-9,8.5,-8.5,8.5,-8.5,,,,,,
2010,130,1452,1323,4,5,-5,5,-5,5,-5,4.5,-4.5,5,-5,5,-5,5,-5,,,,,,
2010,130,1458,1228,8.5,8,-8,7.5,-7.5,8,-8,7,-7,8,-8,8,-8,7.5,-7.5,,,,,,
2010,130,1462,1173,3,3.5,-3.5,3,-3,3.5,-3.5,3.5,-3.5,3.5,-3.5,3,-3,3,-3,,,,,,
2010,131,1115,1411,1.5,2,-2,2,-2,2,-2,2,-2,2,-2,2,-2,2,-2,,,,,,
2010,131,1143,1449,1.5,2,-2,2,-2,2,-2,2.5,-2.5,2,-2,2,-2,2,-2,,,,,,
2010,131,1181,1274,11,11.5,-11.5,11.5,-11.5,11.5,-11.5,11.5,-11.5,12,-12,11.5,-11.5,11.5,-11.5,,,,,,
2010,131,1210,1301,3.5,4,-4,4,-4,4,-4,4.5,-4.5,4.5,-4.5,4,-4,4,-4,,,,,,
2010,131,1242,1243,5.5,5.5,-5.5,6,-6,5.5,-5.5,5.5,-5.5,6,-6,5.5,-5.5,6,-6,,,,,,
2010,131,1246,1397,4,5,-5,4.5,-4.5,5,-5,5,-5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2010,131,1280,1435,-1,-2,2,-1.5,1.5,-2,2,-2,2,-2,2,-2,2,-2,2,,,,,,
2010,131,1288,1354,8.5,10,-10,10,-10,10,-10,10,-10,10,-10,10,-10,10,-10,,,,,,
2010,131,1326,1228,7,7.5,-7.5,7.5,-7.5,7,-7,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,,,,,,
2010,131,1345,1278,3,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,,,,,,
2010,131,1358,1372,1.5,3.5,-3.5,3.5,-3.5,4,-4,3.5,-3.5,4,-4,3.5,-3.5,3,-3,,,,,,
2010,131,1364,1253,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,,,,,,
2010,131,1396,1348,3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,,,,,,
2010,131,1424,1361,4.5,4,-4,4,-4,4,-4,3.5,-3.5,3.5,-3.5,4,-4,4,-4,,,,,,
2010,131,1429,1308,8.5,9.5,-9.5,9.5,-9.5,10,-10,10,-10,9.5,-9.5,9.5,-9.5,10,-10,,,,,,
2010,131,1431,1222,6.5,7.5,-7.5,7,-7,7.5,-7.5,7.5,-7.5,7.5,-7.5,7,-7,7,-7,,,,,,
2010,131,1436,1131,5.5,5,-5,5,-5,5,-5,4,-4,4.5,-4.5,4.5,-4.5,5,-5,,,,,,
2010,131,1452,1207,2,2.5,-2.5,2.5,-2.5,2.5,-2.5,2,-2,2,-2,2.5,-2.5,2.5,-2.5,,,,,,
2010,131,1462,1350,4,3,-3,3,-3,3,-3,3,-3,3,-3,3,-3,3,-3,,,,,,
2010,132,1181,1210,9.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,,,,,,
2010,132,1246,1280,7,7,-7,7,-7,7.5,-7.5,7.5,-7.5,7,-7,7.5,-7.5,7,-7,,,,,,
2010,132,1326,1278,4,4,-4,4,-4,4,-4,4,-4,4,-4,4,-4,4,-4,,,,,,
2010,132,1396,1350,3,4,-4,4,-4,4.5,-4.5,4.5,-4.5,4,-4,4,-4,4,-4,,,,,,
2010,134,1113,1239,15.5,14.5,-14.5,14.5,-14.5,14.5,-14.5,14.5,-14.5,14.5,-14.5,14.5,-14.5,14.5,-14.5,,,,,,
2010,134,1115,1457,-5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,,,,,,
2010,134,1163,1318,8.5,7,-7,7,-7,7,-7,7,-7,7,-7,7,-7,6.5,-6.5,,,,,,
2010,134,1166,1377,14,13.5,-13.5,13.5,-13.5,13.5,-13.5,12.5,-12.5,13.5,-13.5,13.5,-13.5,13.5,-13.5,,,,,,
2010,134,1203,1433,-2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,,,,,,
2010,134,1206,1193,1.5,1,-1,1,-1,1.5,-1.5,1,-1,1.5,-1.5,1.5,-1.5,1.5,-1.5,,,,,,
2010,134,1267,1441,11.5,11,-11,11,-11,11.5,-11.5,11,-11,11,-11,11,-11,11,-11,,,,,,
2010,134,1280,1238,23,20.5,-20.5,20,-20,20,-20,20,-20,20.5,-20.5,20.5,-20.5,20.5,-20.5,,,,,,
2010,134,1314,1456,8.5,9,-9,9,-9,9,-9,8.5,-8.5,9,-9,9,-9,8.5,-8.5,,,,,,
2010,134,1371,1403,8.5,9,-9,9,-9,9,-9,8.5,-8.5,9,-9,9,-9,8.5,-8.5,,,,,,
2010,134,1378,1301,4,3.5,-3.5,3.5,-3.5,3,-3,3.5,-3.5,3,-3,3,-3,3.5,-3.5,,,,,,
2010,134,1387,1232,7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,8,-8,,,,,,
2010,134,1412,1157,10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,11,-11,,,,,,
2010,135,1103,1453,7,7,-7,7,-7,7,-7,6.5,-6.5,7,-7,7,-7,7,-7,,,,,,
2010,135,1111,1217,3,2,-2,1.5,-1.5,2,-2,2,-2,2.5,-2.5,2,-2,2,-2,,,,,,
2010,135,1153,1451,10.5,10,-10,9.5,-9.5,9,-9,9.5,-9.5,10,-10,10,-10,9.5,-9.5,,,,,,
2010,135,1173,1229,7,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,,,,,,
2010,135,1184,1158,1.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3,-3,3,-3,3.5,-3.5,,,,,,
2010,135,1220,1237,4,3,-3,3,-3,3,-3,3,-3,3,-3,3.5,-3.5,3,-3,,,,,,
2010,135,1245,1409,3.5,5,-5,4.5,-4.5,4.5,-4.5,4.5,-4.5,5,-5,4,-4,5,-5,,,,,,
2010,135,1258,1334,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,,,,,,,,
2010,135,1272,1385,7.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6,-6,6.5,-6.5,6.5,-6.5,6.5,-6.5,,,,,,
2010,135,1279,1407,14,13,-13,13,-13,13.5,-13.5,13,-13,13,-13,13.5,-13.5,13.5,-13.5,,,,,,
2010,135,1283,1292,9,9,-9,9,-9,9,-9,9,-9,9.5,-9.5,9.5,-9.5,9,-9,,,,,,
2010,135,1287,1161,7.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,8,-8,8,-8,,,,,,
2010,135,1294,1339,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,,,,,,
2010,135,1333,1131,7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7,-7,7.5,-7.5,7.5,-7.5,7.5,-7.5,,,,,,
2010,135,1343,1182,4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,5,-5,4.5,-4.5,5,-5,,,,,,
2010,135,1348,1321,4.5,6.5,-6.5,6,-6,6,-6,6,-6,6,-6,5.5,-5.5,6,-6,,,,,,
2010,135,1392,1228,-3.5,-7,7,-7,7,-7,7,-7,7,-6.5,6.5,-7,7,-6.5,6.5,,,,,,
2010,135,1439,1346,14.5,13,-13,13,-13,13,-13,13,-13,13.5,-13.5,13,-13,13,-13,,,,,,
2010,135,1455,1305,8,8,-8,8,-8,8,-8,8,-8,8,-8,8.5,-8.5,8,-8,,,,,,
2010,136,1124,1358,11,10,-10,9.5,-9.5,10,-10,10.5,-10.5,10,-10,10,-10,9.5,-9.5,,,,,,
2010,136,1139,1431,2.5,2.5,-2.5,2.5,-2.5,2,-2,2.5,-2.5,2.5,-2.5,2,-2,2.5,-2.5,,,,,,
2010,136,1140,1196,4,5,-5,5,-5,4.5,-4.5,5,-5,5,-5,5,-5,5.5,-5.5,,,,,,
2010,136,1207,1325,13.5,14,-14,14,-14,13.5,-13.5,14,-14,13.5,-13.5,14,-14,13.5,-13.5,,,,,,
2010,136,1242,1250,26.5,25,-25,25,-25,25,-25,25,-25,24.5,-24.5,25,-25,25.5,-25.5,,,,,,
2010,136,1243,1317,16,15,-15,15,-15,15.5,-15.5,15.5,-15.5,15,-15,15.5,-15.5,15.5,-15.5,,,,,,
2010,136,1256,1379,3.5,4,-4,4,-4,4,-4,4,-4,4.5,-4.5,3,-3,3.5,-3.5,,,,,,
2010,136,1266,1449,1,1,-1,1,-1,1,-1,1,-1,1,-1,1.5,-1.5,1.5,-1.5,,,,,,
2010,136,1307,1285,9.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,9,-9,8.5,-8.5,8.5,-8.5,8.5,-8.5,,,,,,
2010,136,1323,1330,2,2,-2,2.5,-2.5,2.5,-2.5,2.5,-2.5,2,-2,2.5,-2.5,2.5,-2.5,,,,,,
2010,136,1350,1388,1,1.5,-1.5,1,-1,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,,,,,,
2010,136,1397,1361,3,3,-3,3,-3,3,-3,3.5,-3.5,3.5,-3.5,3,-3,3,-3,,,,,,
2010,136,1400,1448,4,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5,-5,5.5,-5.5,,,,,,
2010,136,1424,1320,1,-1,1,-1,1,-1,1,1,-1,,,,,,,,,,,,
2010,136,1435,1293,4.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,3,-3,3,-3,2.5,-2.5,,,,,,
2010,136,1437,1352,19,16.5,-16.5,16.5,-16.5,17,-17,17,-17,16.5,-16.5,17,-17,16.5,-16.5,,,,,,
2010,137,1143,1257,1,1,-1,1,-1,1,-1,1,-1,1,-1,1.5,-1.5,,,,,,,,
2010,137,1155,1281,1,2,-2,1.5,-1.5,2,-2,2,-2,2,-2,2,-2,1.5,-1.5,,,,,,
2010,137,1181,1115,22,24.5,-24.5,24.5,-24.5,24.5,-24.5,25,-25,24,-24,24.5,-24.5,24,-24,,,,,,
2010,137,1211,1199,-1,-1,1,-1,1,-1.5,1.5,-1,1,-1,1,-1,1,-1.5,1.5,,,,,,
2010,137,1268,1222,9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,,,,,,
2010,137,1277,1308,-1,13,-13,13,-13,13,-13,12.5,-12.5,12.5,-12.5,12,-12,13,-12.5,,,,,,
2010,137,1279,1272,4.5,4,-4,4,-4,4,-4,4,-4,4,-4,4,-4,3.5,-3.5,,,,,,
2010,137,1326,1364,1,17.5,-17.5,17.5,-17.5,17.5,-17.5,17,-17,17,-17,17.5,-17.5,17.5,-17.5,,,,,,
2010,137,1338,1324,10,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9,-9,9.5,-9.5,9.5,-9.5,,,,,,
2010,137,1345,1373,3.5,4.5,-4.5,4.5,-4.5,5,-5,4.5,-4.5,5,-5,4.5,-4.5,4.5,-4.5,,,,,,
2010,137,1393,1436,18,15.5,-15.5,15.5,-15.5,15.5,-15.5,16,-16,15.5,-15.5,15.5,-15.5,15.5,-15.5,,,,,,
2010,137,1396,1165,4,3,-3,3,-3,3,-3,3,-3,3,-3,3,-3,3.5,-3.5,,,,,,
2010,137,1401,1429,2.5,3,-3,2.5,-2.5,3,-3,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,,,,,,
2010,137,1452,1288,17,16.5,-16.5,17,-17,17,-17,16.5,-16.5,16.5,-16.5,16.5,-16.5,17.5,-17.5,,,,,,
2010,137,1458,1459,9,10.5,-10.5,10.5,-10.5,10,-10,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,,,,,,
2010,137,1462,1278,10,1.5,-1.5,1,-1,1,-1,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,,,,,,
2010,138,1124,1330,4.5,4.5,-4.5,4,-4,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2010,138,1139,1293,4.5,4,-4,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4,-4,4.5,-4.5,,,,,,
2010,138,1242,1320,11.5,11,-11,11,-11,11.5,-11.5,11.5,-11.5,11,-11,11,-11,11.5,-11.5,,,,,,
2010,138,1243,1140,3.5,4.5,-4.5,4,-4,4,-4,4.5,-4.5,4,-4,4.5,-4.5,4.5,-4.5,,,,,,
2010,138,1246,1448,9,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,,,,,,
2010,138,1280,1314,7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,8,-8,7.5,-7.5,7.5,-7.5,,,,,,
2010,138,1307,1449,-1.5,-2,2,-2,2,-2.5,2.5,-2,2,-2.5,2.5,-2.5,2.5,-2.5,2.5,,,,,,
2010,138,1397,1325,8.5,8.5,-8.5,9,-9,8.5,-8.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,,,,,,
2010,138,1403,1239,10.5,8.5,-8.5,9,-9,9,-9,8.5,-8.5,8.5,-8.5,9,-9,8.5,-8.5,,,,,,
2010,138,1412,1301,5,5.5,-5.5,5.5,-5.5,5,-5,5,-5,5,-5,5,-5,5.5,-5.5,,,,,,
2010,138,1437,1388,5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2010,139,1181,1143,6,6.5,-6.5,6.5,-6.5,6.5,-6.5,7,-7,6.5,-6.5,6.5,-6.5,6.5,-6.5,,,,,,
2010,139,1268,1277,1,1,-1,1,-1,1,-1,2,-2,1,-1,1,-1,1.5,-1.5,,,,,,
2010,139,1326,1210,6.5,6.5,-6.5,7,-7,6.5,-6.5,7,-7,6.5,-6.5,6.5,-6.5,6.5,-6.5,,,,,,
2010,139,1393,1211,7.5,6.5,-6.5,6.5,-6.5,7,-7,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,,,,,,
2010,139,1452,1281,5.5,6,-6,6,-6,5.5,-5.5,6,-6,6,-6,6,-6,5.5,-5.5,,,,,,
2010,139,1458,1165,4,4.5,-4.5,4.5,-4.5,4.5,-4.5,3.5,-3.5,4.5,-4.5,4,-4,4.5,-4.5,,,,,,
2010,140,1131,1287,2,1,-1,1,-1,1.5,-1.5,1.5,-1.5,1.5,-1.5,1,-1,1,-1,,,,,,
2010,140,1153,1173,3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,,,,,,
2010,140,1166,1193,4.5,5,-5,4.5,-4.5,5.5,-5.5,5,-5,5.5,-5.5,5,-5,5,-5,,,,,,
2010,140,1228,1245,9,8,-8,8,-8,8,-8,8,-8,8,-8,8,-8,7.5,-7.5,,,,,,
2010,140,1237,1343,6.5,5.5,-5.5,6,-6,6,-6,6,-6,6,-6,5.5,-5.5,6,-6,,,,,,
2010,140,1267,1111,9.5,9,-9,9,-9,9,-9,9,-9,9,-9,9,-9,9,-9,,,,,,
2010,140,1283,1256,8.5,7.5,-7.5,8.5,-8.5,8,-8,8,-8,8,-8,8,-8,8.5,-8.5,,,,,,
2010,140,1294,1334,1,2,-2,1.5,-1.5,2,-2,2,-2,1.5,-1.5,2,-2,1.5,-1.5,,,,,,
2010,140,1348,1305,7,8.5,-8.5,8,-8,8.5,-8.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,7.5,-7.5,,,,,,
2010,140,1387,1453,7,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,,,,,,
2010,140,1433,1158,13,12.5,-12.5,12.5,-12.5,12,-12,12,-12,12.5,-12.5,12.5,-12.5,12.5,-12.5,,,,,,
2010,140,1439,1163,4.5,4.5,-4.5,4,-4,4.5,-4.5,5,-5,4.5,-4.5,5,-5,4.5,-4.5,,,,,,
2010,141,1279,1403,9,9.5,-9.5,9,-9,9,-9,9,-9,9,-9,9,-9,8.5,-8.5,,,,,,
2010,141,1412,1314,4,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2010,142,1228,1173,3.5,3.5,-3.5,3,-3,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,,,,,,
2010,142,1283,1166,5.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,7,-7,6.5,-6.5,,,,,,
2010,142,1387,1343,4,4.5,-4.5,4,-4,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2010,142,1433,1131,11,11,-11,11.5,-11.5,11,-11,11,-11,11,-11,11.5,-11.5,11.5,-11.5,,,,,,
2010,142,1439,1348,6,5.5,-5.5,6.5,-6.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,,,,,,
2010,143,1111,1334,3.5,5,-5,5,-5,5,-5,5,-5,5.5,-5.5,5.5,-5.5,5.5,-5.5,,,,,,
2010,143,1243,1462,4,5,-5,5,-5,5,-5,5.5,-5.5,5,-5,4.5,-4.5,4.5,-4.5,,,,,,
2010,143,1246,1165,9,8.5,-8.5,8,-8,8.5,-8.5,8.5,-8.5,8,-8,8.5,-8.5,8.5,-8.5,,,,,,
2010,143,1393,1139,7,6,-6,6,-6,6,-6,6.5,-6.5,6,-6,6,-6,6.5,-6.5,,,,,,
2010,143,1452,1449,4.5,4.5,-4.5,4.5,-4.5,4,-4,4.5,-4.5,4.5,-4.5,4,-4,4.5,-4.5,,,,,,
2010,144,1181,1345,8,8.5,-8.5,8,-8,8.5,-8.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,,,,,,
2010,144,1277,1320,1,1,-1,1.5,-1.5,1,-1,1.5,-1.5,1.5,-1.5,1,-1,1,-1,,,,,,
2010,144,1326,1397,4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2010,145,1243,1139,3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,4,-4,3.5,-3.5,,,,,,
2010,145,1246,1452,4,4,-4,4,-4,4,-4,5,-5,4,-4,4,-4,4,-4,,,,,,
2010,147,1433,1387,9.5,9,-9,9,-9,8.5,-8.5,8.5,-8.5,9,-9,8.5,-8.5,9.5,-9.5,,,,,,
2010,148,1279,1173,1.5,-1.5,1.5,-1,1,-1.5,1.5,-2,2,-2,2,-1.5,1.5,-1.5,1.5,,,,,,
2010,148,1283,1334,5.5,6.5,-6.5,6.5,-6.5,6,-6,6,-6,6,-6,6.5,-6.5,5.5,-5.5,,,,,,
2010,149,1387,1433,-1,1,-1,1,-1,-1,1,1,-1,,,,,,,,,,,,
2010,150,1173,1314,2.5,2.5,-2.5,3,-3,2.5,-2.5,2.5,-2.5,3,-3,2.5,-2.5,2.5,-2.5,,,,,,
2010,152,1181,1452,2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,3,-3,3,-3,2.5,-2.5,,,,,,
2010,154,1181,1139,6.5,6.5,-6.5,7,-7,7,-7,7,-7,6.5,-6.5,7,-7,6.5,-6.5,,,,,,
2011,7,1228,1414,21.5,21,-21,21,-21,21,-21,21.5,-21.5,21,-21,21.5,-21.5,21,-21,,,,,,
2011,7,1268,1370,20.5,19.5,-19.5,19.5,-19.5,19.5,-19.5,19.5,-19.5,19,-19,20,-20,20,-20,,,,,,
2011,7,1338,1348,12,11.5,-11.5,11.5,-11.5,11.5,-11.5,12,-12,12,-12,11.5,-11.5,11.5,-11.5,,,,,,
2011,7,1400,1298,27.5,26.5,-26.5,26.5,-26.5,26,-26,26.5,-26.5,26,-26,26.5,-26.5,27,-27,,,,,,
2011,9,1228,1405,30.5,30,-30,29.5,-29.5,30,-30,29.5,-29.5,30,-30,29.5,-29.5,30,-30,,,,,,
2011,9,1268,1158,14.5,13.5,-13.5,14,-14,13.5,-13.5,13.5,-13.5,13.5,-13.5,13.5,-13.5,14,-14,,,,,,
2011,9,1338,1227,23.5,23.5,-23.5,25,-25,25,-25,23.5,-23.5,24,-24,24.5,-24.5,24,-24,,,,,,
